name,description,price,style,sku,weight,meta__edit_last,meta__edit_lock,meta_style,image,variant_Vin,variant_Année,variant_Mileage,variant_Transmission,variant_Exterior color,variant_Interior color,variant_Body Style,variant_Marque,variant_Fuel,variant_Modèles,variant_Motor ,category
DETOMASO,CLONE SHELBY 350,57900,173,D04055,0pound,1,1353575288:1,0,http://192.168.100.93/chanchal/wordpress_sylc/wp-content/uploads/2012/11/STANGR683.jpg,THPNMD04055,1972,"49,000",MECANIQUE,ROUGE,NOIR,CP,DETOMASO,Gas,PANTERA,V8 351 CLEV,Classic Cars
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
